Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Club,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Abadía Paul,5642865,16,España,Man,900,Werpers,16,1,13,187,88,False,16,6,1,1,9,4,1,7,4,Speerwerpen,24.57 m,0,10
10 km snelwandelen,Abanilla Alma,4970982,35,Pilipinas,Vrouw,27720,Snelwandelaars,20,15,13,174,60,False,20,0,17,0,2,0,0,13,14,10 km snelwandelen,57:07.37,1048,10
10 km snelwandelen,Abanilla Alma,4970982,35,Pilipinas,Vrouw,27720,Snelwandelaars,20,15,13,174,60,False,20,0,17,0,2,0,0,13,14,20 km snelwandelen,1h:56:23.03,1000,10
10 km snelwandelen,Abanilla Alma,4970982,35,Pilipinas,Vrouw,27720,Snelwandelaars,20,15,13,174,60,False,20,0,17,0,2,0,0,13,14,50 km snelwandelen,4h:50:56.50,932,10
Hoogspringen,Abarca Francisco,5325752,28,El Salvador,Man,3490,Springers,20,7,19,187,94,False,6,2,1,3,11,11,3,9,7,Hoogspringen,1.35 m,486,10
Hoogspringen,Abarca Francisco,5325752,28,El Salvador,Man,3490,Springers,20,7,19,187,94,False,6,2,1,3,11,11,3,9,7,Polsstokhoogspringen,3.50 m,434,10
Hoogspringen,Abarca Francisco,5325752,28,El Salvador,Man,3490,Springers,20,7,19,187,94,False,6,2,1,3,11,11,3,9,7,Verspringen,4.83 m,467,10
Hoogspringen,Abarca Francisco,5325752,28,El Salvador,Man,3490,Springers,20,7,19,187,94,False,6,2,1,3,11,11,3,9,7,Hinkstapspringen,9.29 m,401,10
Kogelstoten,Abbà Delfina,5392362,24,Italia,Vrouw,3200,Werpers,20,5,16,166,70,False,9,8,3,2,0,1,12,10,8,Kogelstoten,9.77 m,203,10
Kogelstoten,Abbà Delfina,5392362,24,Italia,Vrouw,3200,Werpers,20,5,16,166,70,False,9,8,3,2,0,1,12,10,8,Discuswerpen,33.79 m,218,10
Kogelstoten,Abbà Delfina,5392362,24,Italia,Vrouw,3200,Werpers,20,5,16,166,70,False,9,8,3,2,0,1,12,10,8,Kogelslingeren,30.48 m,200,10
Kogelstoten,Abbà Delfina,5392362,24,Italia,Vrouw,3200,Werpers,20,5,16,166,70,False,9,8,3,2,0,1,12,10,8,Speerwerpen,29.14 m,266,10
20 km snelwandelen,Abbondanzieri Carlos,5156255,34,Argentina,Man,10000,Snelwandelaars,17,14,17,167,48,False,17,0,15,2,6,0,0,9,6,10 km snelwandelen,58:11.01,790,10
20 km snelwandelen,Abbondanzieri Carlos,5156255,34,Argentina,Man,10000,Snelwandelaars,17,14,17,167,48,False,17,0,15,2,6,0,0,9,6,20 km snelwandelen,1h:49:17.95,883,10
20 km snelwandelen,Abbondanzieri Carlos,5156255,34,Argentina,Man,10000,Snelwandelaars,17,14,17,167,48,False,17,0,15,2,6,0,0,9,6,50 km snelwandelen,4h:44:24.25,785,10
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3900,Sprinters,19,2,15,176,82,False,11,4,3,14,3,2,1,5,8,100 meter,14.42 s,725,10
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3900,Sprinters,19,2,15,176,82,False,11,4,3,14,3,2,1,5,8,200 meter,28.33 s,728,10
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3900,Sprinters,19,2,15,176,82,False,11,4,3,14,3,2,1,5,8,400 meter,1:05.11,760,10
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3900,Sprinters,19,2,15,176,82,False,11,4,3,14,3,2,1,5,8,100 meter horden,20.53 s,740,10
Onbekend,Abbott Caitlin,5539086,17,United States,Vrouw,3900,Sprinters,19,2,15,176,82,False,11,4,3,14,3,2,1,5,8,400 meter horden,1:14.48,827,10
Onbekend,Abela Samira,5664844,15,Malta,Vrouw,1380,Werpers,14,1,14,163,59,False,20,9,0,1,4,1,0,5,5,Kogelstoten,5.53 m,0,10
Onbekend,Abela Samira,5664844,15,Malta,Vrouw,1380,Werpers,14,1,14,163,59,False,20,9,0,1,4,1,0,5,5,Discuswerpen,20.48 m,0,10
Onbekend,Abela Samira,5664844,15,Malta,Vrouw,1380,Werpers,14,1,14,163,59,False,20,9,0,1,4,1,0,5,5,Kogelslingeren,16.75 m,0,10
Onbekend,Abela Samira,5664844,15,Malta,Vrouw,1380,Werpers,14,1,14,163,59,False,20,9,0,1,4,1,0,5,5,Speerwerpen,15.81 m,0,10
10.000 meter,Abelairas Pilar,5412678,21,Argentina,Vrouw,5120,Langeafstandslopers,20,4,17,187,91,False,7,1,14,2,2,1,2,9,8,5.000 meter,19:57.58,654,10
10.000 meter,Abelairas Pilar,5412678,21,Argentina,Vrouw,5120,Langeafstandslopers,20,4,17,187,91,False,7,1,14,2,2,1,2,9,8,10.000 meter,42:15.32,723,10
10.000 meter,Abelairas Pilar,5412678,21,Argentina,Vrouw,5120,Langeafstandslopers,20,4,17,187,91,False,7,1,14,2,2,1,2,9,8,Marathon,3h:01:08.85,710,10
Onbekend,Ablanedo Miren,5570975,17,España,Vrouw,860,Sprinters,20,2,20,166,71,False,9,1,1,7,1,1,4,9,6,100 meter,14.91 s,638,10
Onbekend,Ablanedo Miren,5570975,17,España,Vrouw,860,Sprinters,20,2,20,166,71,False,9,1,1,7,1,1,4,9,6,200 meter,29.73 s,602,10
Onbekend,Ablanedo Miren,5570975,17,España,Vrouw,860,Sprinters,20,2,20,166,71,False,9,1,1,7,1,1,4,9,6,400 meter,1:08.33,636,10
Onbekend,Ablanedo Miren,5570975,17,España,Vrouw,860,Sprinters,20,2,20,166,71,False,9,1,1,7,1,1,4,9,6,100 meter horden,21.21 s,656,10
Onbekend,Ablanedo Miren,5570975,17,España,Vrouw,860,Sprinters,20,2,20,166,71,False,9,1,1,7,1,1,4,9,6,400 meter horden,1:17.80,718,10
Onbekend,Abreu Mercedes,5654187,17,Uruguay,Vrouw,1020,Werpers,18,1,14,166,61,False,10,3,1,2,9,0,2,8,7,Kogelstoten,3.72 m,0,10
Onbekend,Abreu Mercedes,5654187,17,Uruguay,Vrouw,1020,Werpers,18,1,14,166,61,False,10,3,1,2,9,0,2,8,7,Discuswerpen,17.59 m,0,10
Onbekend,Abreu Mercedes,5654187,17,Uruguay,Vrouw,1020,Werpers,18,1,14,166,61,False,10,3,1,2,9,0,2,8,7,Kogelslingeren,16.46 m,0,10
Onbekend,Abreu Mercedes,5654187,17,Uruguay,Vrouw,1020,Werpers,18,1,14,166,61,False,10,3,1,2,9,0,2,8,7,Speerwerpen,16.06 m,0,10
Onbekend,Abugeau Annette,5660665,15,France,Vrouw,360,Snelwandelaars,18,1,14,161,54,False,9,1,7,1,6,3,5,6,6,10 km snelwandelen,1h:08:39.91,599,10
Onbekend,Abugeau Annette,5660665,15,France,Vrouw,360,Snelwandelaars,18,1,14,161,54,False,9,1,7,1,6,3,5,6,6,20 km snelwandelen,2h:19:07.20,557,10
Onbekend,Abugeau Annette,5660665,15,France,Vrouw,360,Snelwandelaars,18,1,14,161,54,False,9,1,7,1,6,3,5,6,6,50 km snelwandelen,5h:41:59.11,522,10
Onbekend,Aceituno Elio,5589224,17,España,Man,510,Middenafstandslopers,20,1,15,182,91,False,16,6,3,6,2,3,3,6,6,800 meter,2:27.59,627,10
Onbekend,Aceituno Elio,5589224,17,España,Man,510,Middenafstandslopers,20,1,15,182,91,False,16,6,3,6,2,3,3,6,6,1.500 meter,4:54.51,609,10
Onbekend,Aceituno Elio,5589224,17,España,Man,510,Middenafstandslopers,20,1,15,182,91,False,16,6,3,6,2,3,3,6,6,3.000 meter steeplechase,14:46.84,590,10
Onbekend,Acevedo Lily,5664234,16,United States,Vrouw,1570,Springers,12,1,14,154,51,False,20,3,2,3,2,8,1,6,7,Hoogspringen,0.57 m,0,10
Onbekend,Acevedo Lily,5664234,16,United States,Vrouw,1570,Springers,12,1,14,154,51,False,20,3,2,3,2,8,1,6,7,Polsstokhoogspringen,1.34 m,0,10
Onbekend,Acevedo Lily,5664234,16,United States,Vrouw,1570,Springers,12,1,14,154,51,False,20,3,2,3,2,8,1,6,7,Verspringen,2.15 m,0,10
Onbekend,Acevedo Lily,5664234,16,United States,Vrouw,1570,Springers,12,1,14,154,51,False,20,3,2,3,2,8,1,6,7,Hinkstapspringen,3.88 m,0,10
Onbekend,Acosta Irati,5636422,17,España,Vrouw,880,Werpers,20,1,18,170,73,False,12,6,1,3,0,2,9,7,6,Kogelstoten,7.70 m,38,10
Onbekend,Acosta Irati,5636422,17,España,Vrouw,880,Werpers,20,1,18,170,73,False,12,6,1,3,0,2,9,7,6,Discuswerpen,28.05 m,83,10
Onbekend,Acosta Irati,5636422,17,España,Vrouw,880,Werpers,20,1,18,170,73,False,12,6,1,3,0,2,9,7,6,Kogelslingeren,24.60 m,50,10
Onbekend,Acosta Irati,5636422,17,España,Vrouw,880,Werpers,20,1,18,170,73,False,12,6,1,3,0,2,9,7,6,Speerwerpen,24.48 m,131,10
100 meter,Adamska Julia,5008217,34,Polska,Vrouw,13840,Sprinters,17,9,17,166,53,False,16,4,0,17,0,0,0,5,5,100 meter,13.89 s,818,10
100 meter,Adamska Julia,5008217,34,Polska,Vrouw,13840,Sprinters,17,9,17,166,53,False,16,4,0,17,0,0,0,5,5,200 meter,28.35 s,726,10
100 meter,Adamska Julia,5008217,34,Polska,Vrouw,13840,Sprinters,17,9,17,166,53,False,16,4,0,17,0,0,0,5,5,400 meter,1:03.42,826,10
100 meter,Adamska Julia,5008217,34,Polska,Vrouw,13840,Sprinters,17,9,17,166,53,False,16,4,0,17,0,0,0,5,5,100 meter horden,20.23 s,777,10
100 meter,Adamska Julia,5008217,34,Polska,Vrouw,13840,Sprinters,17,9,17,166,53,False,16,4,0,17,0,0,0,5,5,400 meter horden,1:15.60,790,10
Onbekend,Adán Juana,5648400,17,España,Vrouw,1510,Springers,19,1,13,176,70,False,18,3,0,0,3,10,2,7,8,Hoogspringen,0.75 m,69,10
Onbekend,Adán Juana,5648400,17,España,Vrouw,1510,Springers,19,1,13,176,70,False,18,3,0,0,3,10,2,7,8,Polsstokhoogspringen,1.76 m,90,10
Onbekend,Adán Juana,5648400,17,España,Vrouw,1510,Springers,19,1,13,176,70,False,18,3,0,0,3,10,2,7,8,Verspringen,2.53 m,95,10
Onbekend,Adán Juana,5648400,17,España,Vrouw,1510,Springers,19,1,13,176,70,False,18,3,0,0,3,10,2,7,8,Hinkstapspringen,4.99 m,89,10
Onbekend,Addison Christopher,5664495,15,Great Britain,Man,400,Springers,17,1,15,173,69,False,11,1,1,2,1,8,3,6,6,Hoogspringen,0.67 m,0,10
Onbekend,Addison Christopher,5664495,15,Great Britain,Man,400,Springers,17,1,15,173,69,False,11,1,1,2,1,8,3,6,6,Polsstokhoogspringen,1.83 m,0,10
Onbekend,Addison Christopher,5664495,15,Great Britain,Man,400,Springers,17,1,15,173,69,False,11,1,1,2,1,8,3,6,6,Verspringen,2.81 m,30,10
Onbekend,Addison Christopher,5664495,15,Great Britain,Man,400,Springers,17,1,15,173,69,False,11,1,1,2,1,8,3,6,6,Hinkstapspringen,5.04 m,0,10
Onbekend,Adell Noemi,5597517,17,España,Vrouw,1990,Snelwandelaars,14,1,15,162,69,False,15,3,11,3,7,3,2,6,8,10 km snelwandelen,1h:05:05.63,738,10
Onbekend,Adell Noemi,5597517,17,España,Vrouw,1990,Snelwandelaars,14,1,15,162,69,False,15,3,11,3,7,3,2,6,8,20 km snelwandelen,2h:11:50.08,699,10
Onbekend,Adell Noemi,5597517,17,España,Vrouw,1990,Snelwandelaars,14,1,15,162,69,False,15,3,11,3,7,3,2,6,8,50 km snelwandelen,5h:21:21.68,688,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen - 100 meter horden,21.97 s,512,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen - Hoogspringen,0.28 m,183,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen - Kogelstoten,3.67 m,215,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen - Verspringen,1.23 m,236,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen - 800 meter,2:50.10,480,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - 100 meter horden,22.36 s,459,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - Hoogspringen,0.27 m,176,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - Kogelstoten,3.66 m,215,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - 200 meter,31.60 s,295,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - Verspringen,1.16 m,223,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - Speerwerpen,12.05 m,254,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp - 800 meter,2:54.50,402,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Vijfkamp Vrouwen,1626 p,325,10
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,150,Meerkampers,11,8,13,172,79,False,6,4,0,2,0,0,2,4,2,Zevenkamp,2024 p,289,10
Onbekend,Agius Tyler,5592426,18,Malta,Man,1280,Middenafstandslopers,19,3,18,177,82,False,18,2,7,7,4,1,0,8,7,800 meter,2:23.06,708,10
Onbekend,Agius Tyler,5592426,18,Malta,Man,1280,Middenafstandslopers,19,3,18,177,82,False,18,2,7,7,4,1,0,8,7,1.500 meter,4:43.89,705,10
Onbekend,Agius Tyler,5592426,18,Malta,Man,1280,Middenafstandslopers,19,3,18,177,82,False,18,2,7,7,4,1,0,8,7,3.000 meter steeplechase,14:09.11,704,10
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,800,Sprinters,15,1,14,179,81,False,14,3,0,8,7,1,3,4,8,100 meter,13.77 s,629,10
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,800,Sprinters,15,1,14,179,81,False,14,3,0,8,7,1,3,4,8,200 meter,27.63 s,658,10
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,800,Sprinters,15,1,14,179,81,False,14,3,0,8,7,1,3,4,8,400 meter,1:01.48,698,10
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,800,Sprinters,15,1,14,179,81,False,14,3,0,8,7,1,3,4,8,110 meter horden,20.57 s,702,10
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,800,Sprinters,15,1,14,179,81,False,14,3,0,8,7,1,3,4,8,400 meter horden,1:10.69,745,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen - 100 meter horden,21.87 s,526,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen - Hoogspringen,0.71 m,465,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen - Kogelstoten,5.31 m,312,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen - Verspringen,2.47 m,475,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen - 800 meter,2:49.74,486,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - 100 meter horden,21.65 s,556,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - Hoogspringen,0.70 m,458,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - Kogelstoten,5.28 m,310,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - 200 meter,30.38 s,418,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - Verspringen,2.56 m,492,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - Speerwerpen,15.47 m,326,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp - 800 meter,2:49.94,483,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Vijfkamp Vrouwen,2264 p,453,10
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2260,Meerkampers,15,1,17,150,51,False,17,8,1,3,0,10,1,8,8,Zevenkamp,3043 p,435,10
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12060,Sprinters,14,16,13,185,66,False,17,7,0,15,0,0,0,10,4,100 meter,12.55 s,863,10
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12060,Sprinters,14,16,13,185,66,False,17,7,0,15,0,0,0,10,4,200 meter,25.66 s,844,10
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12060,Sprinters,14,16,13,185,66,False,17,7,0,15,0,0,0,10,4,400 meter,57.30 s,873,10
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12060,Sprinters,14,16,13,185,66,False,17,7,0,15,0,0,0,10,4,110 meter horden,19.87 s,789,10
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12060,Sprinters,14,16,13,185,66,False,17,7,0,15,0,0,0,10,4,400 meter horden,1:08.16,836,10
Onbekend,Aimi Yari,5637233,17,Italia,Man,260,Snelwandelaars,18,1,15,170,78,False,13,2,3,2,2,3,5,5,6,10 km snelwandelen,1h:04:20.39,528,10
Onbekend,Aimi Yari,5637233,17,Italia,Man,260,Snelwandelaars,18,1,15,170,78,False,13,2,3,2,2,3,5,5,6,20 km snelwandelen,2h:06:43.44,503,10
Onbekend,Aimi Yari,5637233,17,Italia,Man,260,Snelwandelaars,18,1,15,170,78,False,13,2,3,2,2,3,5,5,6,50 km snelwandelen,5h:22:37.89,451,10
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1620,Springers,13,1,16,163,65,False,14,0,3,1,3,10,1,9,3,Hoogspringen,0.78 m,39,10
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1620,Springers,13,1,16,163,65,False,14,0,3,1,3,10,1,9,3,Polsstokhoogspringen,2.18 m,52,10
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1620,Springers,13,1,16,163,65,False,14,0,3,1,3,10,1,9,3,Verspringen,3.15 m,103,10
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1620,Springers,13,1,16,163,65,False,14,0,3,1,3,10,1,9,3,Hinkstapspringen,5.79 m,32,10
Onbekend,Airolo Nàdia,5590811,17,España,Vrouw,1250,Springers,20,2,20,165,68,False,19,2,1,5,4,5,3,6,8,Hoogspringen,0.65 m,0,10
Onbekend,Airolo Nàdia,5590811,17,España,Vrouw,1250,Springers,20,2,20,165,68,False,19,2,1,5,4,5,3,6,8,Polsstokhoogspringen,1.61 m,34,10
Onbekend,Airolo Nàdia,5590811,17,España,Vrouw,1250,Springers,20,2,20,165,68,False,19,2,1,5,4,5,3,6,8,Verspringen,2.63 m,122,10
Onbekend,Airolo Nàdia,5590811,17,España,Vrouw,1250,Springers,20,2,20,165,68,False,19,2,1,5,4,5,3,6,8,Hinkstapspringen,4.95 m,84,10
Onbekend,Aitken Maddison,5568202,17,Great Britain,Vrouw,570,Snelwandelaars,20,3,16,166,72,False,11,3,6,9,5,3,0,4,4,10 km snelwandelen,1h:09:03.22,584,10
Onbekend,Aitken Maddison,5568202,17,Great Britain,Vrouw,570,Snelwandelaars,20,3,16,166,72,False,11,3,6,9,5,3,0,4,4,20 km snelwandelen,2h:20:44.54,525,10
Onbekend,Aitken Maddison,5568202,17,Great Britain,Vrouw,570,Snelwandelaars,20,3,16,166,72,False,11,3,6,9,5,3,0,4,4,50 km snelwandelen,5h:49:43.75,460,10
Onbekend,Aixalà Reyes,5656861,17,España,Vrouw,630,Werpers,17,1,16,171,66,False,6,9,1,4,3,2,7,5,5,Kogelstoten,7.74 m,41,10
Onbekend,Aixalà Reyes,5656861,17,España,Vrouw,630,Werpers,17,1,16,171,66,False,6,9,1,4,3,2,7,5,5,Discuswerpen,28.72 m,98,10
Onbekend,Aixalà Reyes,5656861,17,España,Vrouw,630,Werpers,17,1,16,171,66,False,6,9,1,4,3,2,7,5,5,Kogelslingeren,24.49 m,47,10
Onbekend,Aixalà Reyes,5656861,17,España,Vrouw,630,Werpers,17,1,16,171,66,False,6,9,1,4,3,2,7,5,5,Speerwerpen,24.65 m,136,10
Onbekend,Aizpuru Adelia,5562430,17,España,Vrouw,440,Middenafstandslopers,20,3,19,177,85,False,15,3,3,2,3,1,2,5,5,800 meter,2:47.60,514,10
Onbekend,Aizpuru Adelia,5562430,17,España,Vrouw,440,Middenafstandslopers,20,3,19,177,85,False,15,3,3,2,3,1,2,5,5,1.500 meter,5:37.24,493,10
Onbekend,Aizpuru Adelia,5562430,17,España,Vrouw,440,Middenafstandslopers,20,3,19,177,85,False,15,3,3,2,3,1,2,5,5,3.000 meter steeplechase,17:52.47,563,10
Onbekend,Aja Isabel,5554542,17,España,Vrouw,810,Werpers,20,1,15,164,73,False,11,4,3,4,2,1,9,5,8,Kogelstoten,6.53 m,0,10
Onbekend,Aja Isabel,5554542,17,España,Vrouw,810,Werpers,20,1,15,164,73,False,11,4,3,4,2,1,9,5,8,Discuswerpen,25.42 m,21,10
